Category,Message,spam
ham,u noe 2 send file 2 computer,0
ham,mmmmm loved waking word morning miss love hope day go well happy wait u together,0
ham,jay say put lt gt,0
ham,come sec somebody want see,0
ham,sun anti sleep medicine,0
ham,happening gotten job begun registration permanent residency,0
ham,yup ok,0
ham,glad went well come 11 plenty time claire go work,0
ham,ok enjoy r u home,0
ham,pls pls send mail know relative coming deliver know cost risk benefit anything else thanks,0
ham,like,0
ham,haf combine n c lor,0
ham,monthly amount terrible pay anything till 6months finishing school,0
ham,hmmm many player selected,0
ham,said gonna snow start around 8 9 pm tonite predicting inch accumulation,0
ham,dont send plus mode,0
ham,aiyo please ã¼ got time meh,0
ham,package program well,0
ham,sister belongs 2 family hope tomorrow pray 4 fated 4 shoranur train incident let hold hand together amp fuelled love amp concern prior 2 grief amp pain pls join dis chain amp pas stop violence woman,0
ham,guy asking get slipper gone last year,0
ham,company good environment terrific food really nice,0
spam,text82228 get ringtones logo game www txt82228 com question info txt82228 co uk,1
ham,honestly made lovely cup tea promptly dropped key burnt finger getting,0
ham,yup studying surfing lor e lazy mode today,0
ham,please sen kind advice please come try,0
ham,done c ã¼,0
ham,oh fine tonight,0
ham,ã give time walk,0
ham,reach ard 20 min ok,0
spam,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop 80122300p wk sp rwm ph 08704050406,1
ham,fuck babe happened come never came back,0
spam,message brought gmw ltd connected,1
ham,friend want drive em someplace probably take,0
ham,also thk fast xy suggest one u dun wan ok going 2 rain leh got gd,0
ham,still getting good,0
ham,maybe pressies,0
ham,yeah leave maybe 7ish,0
ham,told dr appt next week think gonna die told check nothing worried listen,0
ham,room need,0
ham,dont want hear anything,0
ham,hey leave friday wait ask superior tell,0
ham,ultimately tor motive tui achieve korli,0
ham,5 2 work timing,0
ham,â donâ worry weâ finished march â ish,0
ham,house water dock boat rolled newscaster dabbles jazz flute behind wheel,0
spam,congrats 2 mobile 3g videophones r call 09063458130 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p,1
spam,next amazing xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video,1
ham,thats going ruin thesis,0
ham,sch neva mind u eat 1st lor,0
ham,hey whats u sleeping morning,0
ham,erm thought contract ran the4th october,0
ham,dunno let go learn pilate,0
spam,u subscribed best mobile content service uk â 3 per ten day send stop 83435 helpline 08706091795,1
ham,yup elaborating safety aspect issue,0
spam,3 free tarot text find love life try 3 free text chance 85555 16 3 free msg â 1 50,1
ham,goodmorning today late 1hr,0
ham,hi happy birthday hi hi hi hi hi hi hi,0
ham,outside office take,0
ham,respond imma assume still asleep imma start calling n shit,0
ham,aight see bit,0
ham,superior telling friday leave department except leave way call waheed fathima hr conform,0
spam,join uk horniest dogging service u sex 2nite sign follow instruction txt entry 69888 nyt ec2a 3lp msg 150p,1
ham,lol take member said aunt flow visit 6 month cause developed ovarian cyst bc way shrink,0
ham,still work going small house,0
ham,friend got say upping order gram got lt gt get,0
ham,tmr timin still da wat co got lesson 6,0
ham,thatâ thing ape u fight death keep something minute u let go thats,0
ham,gonna able late notice home week anyway plan,0
ham,got fujitsu ibm hp toshiba got lot model say,0
ham,okie thanx,0
ham,gosh pain spose better come,0
ham,usual iam fine happy amp well,0
ham,gonna get rimac access,0
ham,im arestaurant eating squid 10 30 wanna dosomething late,0
ham,call time job today ok umma ask speed,0
ham,hello u call wen u finish wrk fancy meetin wiv u tonite need break dabooks 4 hr last nite 2 today wrk,0
ham,r u sam p eachother meet go 2 house,0
ham,yeah lol luckily starring role like,0
ham,hello madam,0
ham,awesome text restocked,0
spam,knock knock txt whose 80082 enter r weekly draw 4 â 250 gift voucher 4 store yr choice c www tkls com age16 stoptxtstopâ 1 50 week,1
ham,yes innocent fun,0
ham,thanks sending mental ability question,0
ham,sir hope day going smoothly really hoped wont bother bill settle month extra cash know challenging time also let know,0
ham,2marrow wed lt gt 2 aha,0
ham,went ur hon lab one,0
ham,hey pple 700 900 5 night excellent location wif breakfast hamper,0
spam,forwarded 21870000 hi mailbox messaging sm alert 40 match please call back 09056242159 retrieve message match cc100p min,1
ham,lol nah bad thanks good b home quite reality check hows ur day u anything website,0
ham,da al r lt gt,0
spam,free ring tone text polys 87131 every week get new tone 0870737910216yrs â 1 50 wk,1
ham,unni thank dear recharge rakhesh,0
ham,know lacking particular dramastorm detail part worried,0
ham,haha cant tmr forfeit haha,0
ham,hey glad u r better hear u treated urself digi cam good r 9pm fab new year c u coupla wks,0
ham,way going back,0
spam,urgent mobile 077xxx â 2 000 bonus caller prize 02 06 03 2nd attempt reach call 09066362206 asap box97n7qp 150ppm,1
ham,cal sir meeting,0
ham,love hear v see sundayish,0
ham,sorry da thangam sorry held prasad,0
ham,tiwary rcb battle bang kochi,0
ham,thank god bed,0
ham,cancer mom making big deal regular checkup aka pap smear,0
ham,gobi art college,0
ham,want talk,0
ham,pandy joined 4w technology today got job,0
ham,try get lost fact tee hee,0
ham,friend use call,0
ham,em olowoyey usc edu great time argentina sad secretary everything blessing,0
ham,taxt massage tie po argh ok lool,0
ham,hi please get lt gt dollar loan pay back mid february pls,0
ham,might want pull case plan spending much confidence derek taylor money management,0
ham,like shaking booty dance floor,0
ham,text get call phone problem,0
ham,need drug anymore,0
ham,sorry da thought calling lot time lil busy call noon,0
ham,sarcasm nt scarcasim,0
ham,great run ttyl,0
ham,feel like trying kadeem v,0
ham,dai lt gt naal eruku,0
ham,yet chikku wat abt u,0
ham,want finally lunch today,0
ham,know dad back,0
spam,hello darling today would love chat dont tell look like sexy,1
spam,8007 free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate www getzed co uk pobox 36504 w4 5wq norm 150p tone 16,1
ham,remains bro amongst bros,0
ham,r u meeting da ge nite tmr,0
ham,nice day impressively sensible went home early feel fine boring remember,0
ham,de looking good,0
spam,wanna get laid 2nite want real dogging location sent direct ur mobile join uk largest dogging network txt park 69696 nyt ec2a 3lp â 1 50 msg,1
spam,tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery,1
ham,yes replied mail going management office later plus bank later also wednesday,0
ham,cool come like lt gt ish,0
ham,super msg da nalla timing,0
ham,good afternoon boytoy feeling today better hope good boy obedient slave please queen,0
ham,6 ft good combination,0
ham,sick needy want pout stomp foot pout stomp foot want slave want,0
ham,train back northampton afraid,0
ham,abj serving staying dad alone,0
ham,playng 9 door game gt racing phone lol,0
spam,new tone week include 1 mcfly ab 2 sara jorge shock 3 smith switch order follow instruction next message,1
ham,da bus going home,0
ham,got call landline number asked come anna nagar go afternoon,0
ham,okay chasing dream good next,0
ham,yupz oredi booked slot 4 weekend liao,0
spam,urgent trying contact u today draw show â 800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs,1
ham,r many model sony ericson also der lt gt luks good bt forgot modl,0
ham,yes know cheesy song frosty snowman,0
ham,ya ok vikky vl c witin lt gt min il reply u,0
spam,sport fan get latest sport news str 2 ur mobile 1 wk free plus free tone txt sport 8007 www getzed co uk 0870141701216 norm 4txt 120p,1
ham,hey tmr meet bugis 930,0
spam,urgent urgent 800 free flight europe give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm,1
ham,nice new shirt thing wear nudist themed _ mu,0
ham,hey sexy bun day word morning ym think,0
ham,whenever see still hook,0
ham,nope going home go pump petrol lor like going 2 rain soon,0
ham,use foreign stamp whatever send,0
spam,88066 lost â 12 help,1
ham,oh baby house come dont new picture facebook,0
ham,feb lt gt love u day send dis ur valued frnds evn 3 come back u gt married person u luv u ignore dis u lose ur luv 4 evr,0
ham,hiya sorry hav signal seen heard neither unusual put case get sort hug snogs,0
ham,omw back tampa west palm hear happened,0
ham,yup already thanx 4 printing n handing,0
spam,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd 25p optout txt stop 83021 reply date,1
ham,mean come chase stated watch many movie want,0
ham,took tablet reaction morning,0
spam,great new offer double min double txt best orange tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt c,1
ham,nah perpetual dd,0
ham,sorry de went shop,0
spam,hope enjoyed new content text stop 61610 unsubscribe help 08712400602450p provided tones2you co uk,1
ham,hey still want go yogasana coz end cine go bathe hav steam bath,0
ham,nope drivin neva develop da photo lei,0
ham,thinking going reg pract lesson flung advance haha wat time u going,0
ham,cool lt gt inch long hope like big,0
ham,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,0
ham,go n buy juz buy get lar,0
ham,working technical support voice process,0
ham,justbeen overa week since broke already brain going mush,0
ham,tunde wishing great day abiola,0
ham,nope c ã¼,0
ham,medical mission nigeria,0
ham,movie laptop,0
spam,urgent please call 09066612661 landline â 5000 cash luxury 4 canary island holiday await collection c sae award 20m12aq 150ppm 16 â,1
spam,urgent please call 09066612661 landline complimentary 4 lux costa del sol holiday â 1000 cash await collection ppm 150 sae c james 28 eh74rr,1
ham,havent lei next mon,0
ham,mm feeling sleepy today shall get dear,0
ham,dare stupid wont tell anything hear wont talk,0
ham,ã¼ noe ben going,0
ham,mag meeting avo point,0
ham,meant middle left right,0
ham,really crashed cuddled sofa,0
ham,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu,0
ham,sent price mean lt gt g,0
ham,nothing,0
ham,working ringing u thing whole houseful screaming brat pulling hair loving u,0
ham,family responding anything room went home diwali one called coming make feel like died,0
ham,tick tick tick babe,0
ham,r ã¼ going 4 today meeting,0
ham,k da many page want,0
ham,ya onion roast,0
ham,send number give reply tomorrow morning said like ok,0
ham,said problem let know,0
ham,ok tell half hr b4 u come need 2 prepare,0
ham,play w computer aiyah tok 2 u lor,0
ham,sat right okay thanks,0
ham,derp worse dude always want party dude file complaint three drug abuser life,0
ham,ok chinese food way get fat paying lipo,0
ham,r outside already,0
ham,good trip watch remember get back must decide easter,0
ham,yo watching movie netflix,0
ham,time iâ prob 3,0
ham,meh thgt clash really ah dun mind dun seen lost weight gee,0
ham,arr birthday today wish get oscar,0
ham,open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,0
ham,picking various point,0
spam,married local woman looking discreet action 5 real match instantly phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,1
ham,wow v v impressed fun shopping,0
ham,way ur home,0
spam,burger king wanna play footy top stadium get 2 burger king 1st sept go large super coca cola walk winner,1
ham,problem talk later,0
ham,ur si,0
ham,still customer place,0
spam,come take little time child afraid dark become teenager want stay night,1
ham,dude u knw also telugu thts gud k gud nyt,0
ham,confirm eating esplanade,0
ham,send id password,0
ham,kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning,0
ham,well might come,0
ham,long quit get like 5 minute day,0
ham,likely called mittelschmertz google dont paracetamol dont worry go,0
ham,well right gonna get check today steam sale pee text want come get,0
ham,arrived see couple day lt 3,0
ham,k wat tht incident,0
ham,yeah get unlimited,0
ham,cthen thk shd b enuff still got conclusion n content pg n reference b da content pg n cover pg,0
ham,forgot take 3 year shower sorry phone dead yet,0
ham,ã got wat buy tell u ã¼ need come,0
ham,big god bring success,0
spam,uâ bin awarded â 50 play 4 instant cash call 08715203028 claim every 9th player win min â 50 â 500 optout 08718727870,1
ham,â r stayin extra week back next wed rugby weekend hi c u soon,0
ham,well still bit left guy want tonight,0
ham,campus library,0
ham,affidavit say lt gt e twiggs st division g courtroom lt gt lt time gt double check text tomorrow,0
ham,creep _,0
ham,get ten billion call text help god,0
ham,told returned order,0
ham,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office,0
ham,depends u going lor,0
ham,smile right go world wonder smiling think crazy keep away grin,0
spam,freemsg fav xmas tone reply real,1
ham,lil fever fine,0
ham,think still car,0
ham,yes princess want catch big strong hand,0
ham,oh yeah forgot u take 2 shopping,0
ham,mm asked call radio,0
ham,thinkin someone good drug,0
ham,enjoy shower possessiveness poured u ur loved one bcoz world lie golden gift loved truly,0
ham,alright sure let know leaving,0
ham,lasting much 2 hour might get lucky,0
ham,genius brother pls send number skype,0
spam,gr8 poly tone 4 mob direct 2u rply poly title 8007 eg poly breathe1 title crazyin sleepingwith finest ymca getzed co uk pobox365o4w45wq 300p,1
ham,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b able join,0
ham,forget owns private property good boy always passionate kiss,0
spam,interflora â late order interflora flower christmas call 0800 505060 place order midnight tomorrow,1
ham,oh god taken teeth paining,0
spam,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,1
ham,u ask darren go n pick u lor oso sian tmr haf 2 meet lect,0
ham,need buy lunch eat maggi mee,0
spam,congratulation thanks good friend u â 2 000 xmas prize 2 claim easy call 08712103738 10p per minute bt national rate,1
ham,oh right ok make sure load work day got really nasty cough today dry n shot really help,0
ham,thanx 4 sending home,0
ham,normally hot mail com see,0
spam,tkts euro2004 cup final â 800 cash collect call 09058099801 b4190604 pobox 7876150ppm,1
ham,u sick still go shopping,0
ham,ya well fine bbd pooja full pimple even become quite black ur rite cold wearing sweatter,0
ham,nice nice working,0
ham,1 reach home call,0
ham,trying find chinese food place around,0
ham,easy mate guess quick drink bit ambitious,0
ham,babe miiiiiiissssssssss need crave geeee sad without babe love,0
ham,ok thanx,0
ham,tunji queen wishing great day abiola,0
ham,today iz yellow rose day u love frndship give 1 misscall amp send ur frndz amp see many miss call u get u get 6missed u marry ur lover,0
ham,class hour sorry,0
ham,wat time u finish ur lect today,0
spam,free message jamster get crazy frog sound poly text mad1 real text mad2 88888 6 crazy sound 3 gbp week 16 c apply,1
spam,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,1
ham,fine good hear dear happy new year oh,0
ham,going wipro interview today,0
ham,tall princess,0
ham,doubt could handle 5 time per night case,0
ham,haha hope ã¼ hear receipt sound gd luck,0
ham,gonna death gonna leave note say robs fault avenge,0
ham,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike,0
ham,today workin free oso gee thgt u workin ur fren shop,0
ham,life face choice toss coin becoz settle question coin air u know heart hoping gudni8,0
ham,want kiss feel next,0
ham,happy saying,0
spam,adult 18 content video shortly,1
ham,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot,0
ham,saying explicitly told nora know someone probably gonna bother,0
ham,smith waste da wanna gayle,0
ham,mum sent many many message since got want know actually getting enjoy rest day,0
ham,aight tomorrow around lt gt,0
ham,actually first time went bed long spoke woke 7 night,0
ham,see,0
ham,dont understand message,0
ham,crucify c told earlier,0
ham,idk keep saying since moved keep butting head freedom v responsibility tired much shit deal barely keeping together get added,0
ham,fuck cedar key fuck come anyway tho,0
ham,twenty past five said train durham already coz reserved seat,0
spam,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hrs free 50p per day stop text stopbcm sf wc1n3xx,1
ham,u still painting ur wall,0
ham,printer cool mean groovy wine groovying,0
ham,hi harish rent transfred ur acnt,0
ham,anything lor coming,0
ham,cbe really good nowadays lot shop showroom city shaping good,0
ham,ã still attending da talk,0
ham,probs hon u doinat mo,0
ham,k take care,0
ham,take phone callon friday assume year,0
ham,battery low babe,0
ham,shuhui bought ron present swatch watch,0
ham,yeah quite bit left swing tomorrow get,0
ham,babe said 2 hour almost 4 internet,0
ham,k sure get noon see,0
ham,k k yesterday cbe,0
ham,went ganesh dress shop,0
spam,pdate_now double min 1000 txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optout yhl,1
ham,ã collecting ur laptop going configure da setting izzit,0
ham,aight 8 latest probably closer 7 jay tyler two trip,0
ham,come aftr lt decimal gt cleaning house,0
spam,ur cash balance currently 500 pound maximize ur cash send cash 86688 150p msg cc 08718720201 po box 114 14 tcr w1,1
ham,bill letter iâ expecting one orange isnâ bill may still say orange,0
ham,tell pa pain de,0
ham,hi darlin hope nice night wish come cant wait see love fran p want dirty anal sex want 10 man gang bang,0
ham,ha donâ know either clever simple thing pear day perfect christmas,0
ham,helloooo wake sweet morning welcome enjoy day full joy gud mrng,0
ham,alrite,0
ham,must sit around wait summer day celebrate magical sight world dressed white oooooh let snow,0
spam,urgent mobile number awarded â 2000 prize guaranteed call 09058094454 land line claim 3030 valid 12hrs,1
ham,guy go see movie side,0
ham,tell thinking plus going stop run,0
ham,kindly send one flat lt decimal gt today,0
spam,sorry u unsubscribe yet mob offer package min term 54 week pls resubmit request expiry reply themob help 4 info,1
ham,nothing lor bit bored dun u go home early 2 sleep today,0
ham,time tell friend around,0
ham,yes fine love safe,0
ham,thanks chikku gud nyt,0
ham,xy ur car u picking,0
ham,thanx 4 time weâ spent 2geva bin mint ur baby want u xxxx,0
ham,yo way could pick something tonight,0
ham,sent send,0
ham,fine simply sitting,0
ham,thts god gift bird human hav natural gift frm god,0
ham,coming day class,0
ham,im done studyn library,0
ham,ok u enjoy ur show,0
ham,anything,0
ham,wuld without baby thought alone mite break donâ wanna go crazy everyboy need lady xxxxxxxx,0
ham,wat dear sleeping ah,0
ham,hi test lt gt rd,0
ham,2 student solved cat question xam 5 3 2 lt gt 9 2 4 lt gt 8 6 3 lt gt 7 2 5 tell answer u r brilliant 1thing got answr,0
ham,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody 4 loko night,0
ham,yup n fren lor meeting fren 730,0
ham,yeah got one lined u,0
ham,stop wondering wow ever going stop tm ing tm whenever want mine laugh,0
ham,lol yep yesterday already got fireplace another icon sitting,0
ham,hey booked pilate yoga lesson already haha,0
ham,ok happen behave like,0
spam,1 new message please call 08712400200,1
ham,supervisor find 4 one lor thk student havent ask yet tell u aft ask,0
ham,hello news job making wait fifth week yeah im woozles weasel exeter still home 3,0
spam,currently message awaiting collection collect message call 08718723815,1
ham,hey babe sorry get sooner gary come fix cause think know go far ptbo say cost lt gt buck know might cheaper find someone second hand machine right let know want babe,0
ham,make 3 4 fuck sake x,0
ham,leave u always ignorant,0
ham,nope b going 2 sch fri quite early lor co mys si got paper da morn,0
ham,bruce b down amp fletcher,0
ham,said would woke,0
ham,hey free call,0
ham,tell who pls,0
spam,urgent mobile awarded â 1 500 bonus caller prize 27 6 03 final attempt 2 contact u call 08714714011,1
ham,think might give miss teaching til twelve lecture two damn working thing,0
ham,id check like 1 bowl worth left,0
ham,yes many sweet,0
ham,would still cozy exhausted last night nobody went school work everything closed,0
ham,buzzzz grin buzz as buzz chest buzz cock keep phone vibrator feel shake,0
ham,sir send group mail check,0
ham,da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet got abt 7 n half page,0
ham,none nowhere ikno doesdiscount shitinnit,0
ham,dont know jabo abi,0
spam,ever notice driving anyone going slower idiot everyone driving faster maniac,1
ham,yet ya sapna aunty manege day hogidhe chinnu full weak swalpa black agidhane,0
ham,good baby,0
ham,mostly sport type lyk footbl crckt,0
ham,head dey swell oh thanks making day,0
ham,u make fb list,0
ham,sary need tim bollox hurt lot tol,0
ham,happy new year princess,0
ham,text carlos let know hang,0
ham,worry easy ingredient,0
ham,love u 2 little pocy bell sorry love u,0
ham,ok omw castor,0
ham,yar lor keep raining non stop u wan 2 go elsewhere,0
spam,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double min 1000 txt orange call mobileupd8 08000839402 call2optout 4qf2,1
ham,u mean u almost done done wif sleeping tot u going take nap yup send liao picking ard 4 smth lor,0
ham,tonight yeah,0
ham,eat fo lunch senor,0
ham,said right giggle saw u would possibly first person2die nvq think much could,0
ham,break time one come n get stuff fr ã¼,0
spam,reply win â 100 weekly professional sport tiger wood play send stop 87239 end service,1
ham,see see maybe reboot ym seen buzz,0
ham,still grinder,0
spam,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friend 150p tone 16 reply hl 4info,1
ham,k see k,0
ham,list buyer,0
ham,idea guess work hour supposed leave since usual nobody interest figuring shit last second,0
ham,mm entirely sure understood text hey ho weekend,0
ham,released vday shirt u put make bottom half naked instead white underwear,0
ham,know watching film computer,0
ham,b4 thursday,0
ham,oh phone phoned disconnected,0
ham,id onluy matter getting offcampus,0
spam,message free welcome new improved sex dogging club unsubscribe service reply stop msg 150p 18,1
ham,excellent see riley plan,0
ham,ew one,0
ham,also hi wesley,0
ham,ah see lingo let know wot earth finished making,0
spam,update_now 12mths half price orange line rental 400mins call mobileupd8 08000839402 call2optout j5q,1
ham,imagine life without see fast u searching worry l always disturb u goodnoon,0
ham,hm good morning headache anyone,0
ham,yeah probs last night obviously catching speak soon,0
spam,free unlimited hardcore porn direct 2 mobile txt porn 69200 get free access 24 hr chrgd 50p per day txt stop 2exit msg free,1
ham,might go 2 sch yar e salon v boring,0
ham,lt gt min stop somewhere first,0
ham,lt gt fast approaching wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day happy friendship mother father teacher childrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas lt gt good morning afternoon evening night rememberi first wishing u raj,0
ham,one joy lifeis waking daywith thought somewheresomeone care enough tosend warm morning greeting,0
ham,get second half message,0
ham,wat time u wan 2 meet later,0
ham,thank much selflessness love plenty,0
ham,film ill call later,0
ham,dare change ring,0
ham,bad girl lady,0
ham,love ya try budget money better babe gary would freak knew,0
ham,part initiate understand,0
ham,finished lunch already u wake already,0
ham,still game,0
ham,got tallent wasting,0
ham,record one night,0
ham,also sir sent email log usc payment portal send another message explain thing back home great weekend,0
ham,gonna let know co come bak holiday day coming t4get2text number,0
ham,jokin lar depends phone father get lor,0
ham,aight lemme know,0
ham,get ready lt gt inch pleasure,0
ham,ok feel like john lennon,0
ham,co darren say ã¼ considering mah ask ã¼,0
ham,bothering trust answer pls,0
ham,one day crab running sea shore wave came n cleared footprint crab crab asked frnd r u clearing beautiful footprint wave replied fox following ur footprint catch thats cleared frndsship never let u dwn gud nyt,0
ham,aight time want come,0
ham,slaaaaave must summon time wish come anymore,0
ham,bill 3 â 33 65 thats bad,0
ham,let know change next 6hrs even appendix age range however impossible chill let know 6hrs,0
ham,hello yeah got bath need hair come done yeah,0
ham,weather,0
ham,ok much though h friday cant wait dunno wot hell im gonna another 3 week become slob oh wait already done,0
ham,die e toot fringe,0
ham,lol know awesome phone could click delete right want,0
ham,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite,0
ham,please leave topic sorry telling,0
ham,pls send correct name da,0
ham,happened yo date,0
ham,webpage available,0
ham,woke yeesh late fall asleep til lt gt,0
spam,unsubscribed service get ton sexy babe hunk straight phone go http gotbabes co uk subscription,1
ham,dear know lt gt th lt gt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team detail,0
ham,k k tomorrow onwards started ah,0
ham,u talking bout early morning almost noon,0
ham,fine remember,0
spam,hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsms com text stop stopcost 150p 08712400603,1
ham,ok many buy,0
ham,sound good keep posted,0
spam,get brand new mobile phone agent mob plus load goody info text mat 87021,1
ham,ok april cant wait,0
ham,boy best get yo as quick,0
ham,ay wana meet sat ã¼ wkg sat,0
ham,wait till 2 bus pick,0
ham,apart one told yesterday,0
ham,ok lor buy wat,0
ham,somebody go andros steal ice,0
ham,know msg recently,0
ham,take u shopping mark distract isaiah,0
ham,mum hope great day hoping text meet well full life great day abiola,0
ham,sense foot penis,0
ham,okay thought expert,0
ham,deep sigh miss really surprised gone net cafe yet get miss,0
ham,thinl role like sachin standing others hit,0
ham,great trip india bring light everyone project everyone lucky see smile bye abiola,0
ham,importantly discus u,0
ham,k k training process,0
ham,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat,0
ham,da car park,0
ham,wish holding tightly making see important much mean much need life,0
ham,asked anthony dad bf,0
ham,wnevr wana fal luv vth book bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,0
ham,going take bath ill place key window,0
spam,lord ring return king store reply lotr 2 june 4 chance 2 win lotr soundtrack cd stdtxtrate reply stop end txts,1
ham,dear take care reaching home love u lot,0
ham,staff science nu edu sg phyhcmk teaching pc1323,0
ham,emigrated something ok maybe 5 30 bit hopeful,0
ham,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,0
ham,walked mom right stagwood pas right winterstone left victor hill address lt gt,0
ham,yo jp hungry like mofo,0
ham,creepy crazy,0
ham,ok din get ur msg,0
ham,pathaya enketa maraikara pa,0
ham,even friend priest call,0
ham,u lousy run already come back half dead hee,0
ham,said bad dat e gal know u wat u,0
ham,remind hr,0
ham,hoping would send message rent due dont enough reserve completely gone loan need hoping could balance lt gt way could get till mid march hope pay back,0
ham,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,0
ham,hello hun ru way im good 2 date guy met walkabout far meet soon hows everyone else,0
ham,lol gonna last month cashed left lt gt case collecting week cause announced blog,0
spam,good luck draw take place 28th feb 06 good luck removal send stop 87239 customer service 08708034412,1
ham,short cute good person dont try prove gud mrng,0
ham,decided yet eh,0
ham,wat time liao still got,0
ham,yes watching footie worried going blow phil neville,0
ham,wait 4 ã¼ inside da car park,0
ham,uncle abbey happy new year abiola,0
ham,free call pa,0
ham,r u saying order slipper co pay returning,0
ham,stop knowing well,0
ham,good evening roger,0
ham,small problem auction punj asking tiwary,0
ham,telling tell one treat hi hi hi,0
spam,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 polys nokia 150p poly 200p 16,1
ham,u coming 2 pick,0
ham,thats cool liked photo sexy,0
ham,would u fuckin believe didnt know thurs pre booked cancelled need b sacked,0
ham,haha better late ever way could swing,0
ham,ok finish 6,0
spam,lookatme thanks purchase video clip lookatme charged 35p think better send video mmsto 32323,1
ham,barred b q store life twat orange dungerees came asked wanted decking got first punch,0
ham,message food,0
ham,ok going sleep hope meet,0
ham,let know detail fri u find co tom fri mentionned chinese thanks,0
ham,right think,0
ham,ur lecture,0
spam,sexy sexy cum text im wet warm ready porn u fun msg free recd msg 150p inc vat 2 cancel text stop,1
ham,planned yet going join company jan 5 know happen,0
ham,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano,0
ham,haha heard text around,0
ham,get tomorrow send,0
ham,shit babe thasa bit messed yeh shudvetold u urgran know neway illspeak 2 u2moro wen im asleep,0
ham,oh thats late well good night give u call tomorrow iam going go sleep night night,0
ham,cheer u tex mecause u werebored yeah okden hunny r uin wk sat soundâ likeyour havin gr8fun j keep updat countinlots loveme xxxxx,0
ham,yo howz u girl never rang india l,0
ham,yeah worse,0
ham,tagged friend seemed count friend,0
ham,long time remember today,0
ham,havent shopping lor juz arrive,0
ham,thank u better work cause feel used otherwise,0
ham,challenge know,0
ham,much ur hdd casing cost,0
ham,mystery solved opened email sent another batch sweetie,0
ham,describe lucky actually awake noon,0
spam,2nd time tried contact u u â 1450 prize claim call 09053750005 b4 310303 c stop sm 08718725756 140ppm,1
ham,cheer card time year already,0
ham,ugh hopefully asus ppl dont randomly reformat,0
ham,seen facebook huh lol,0
ham,mah b pick tomorrow,0
ham,still otside le u come 2morrow maga,0
ham,u still plumber tape wrench could borrow,0
spam,dear voucher holder claim week offer pc please go http www e tlp co uk reward t c apply,1
ham,vl bcum difficult,0
ham,havent still waitin usual ã come back sch oredi,0
ham,meeting da call,0
ham,k k watch film,0
ham,cinema plus drink appeal tomo fr thriller director like mac 8 30,0
ham,size elephant tablet u shove um ur as,0
ham,many people seems special first sight remain special till last sight maintain till life end take cr da,0
ham,parent kidz friend n colleague screaming surprise waiting sofa naked,0
ham,dunno juz askin co got card got 20 4 salon called hair sense tot da one ã¼ cut ur hair,0
ham,good morning pookie pie lol hope wake u,0
ham,maybe woke fucking 3 problem,0
ham,happy birthday dear lot love rakhesh nri,0
spam,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min bt national rate,1
ham,x2 lt gt going get,0
